આફ્રિકા	Африка
ઢાંચો:Rh	Шаблон:Rh
ઢાંચો:Coord/dms2dec	Шаблон:Coord/dms2dec
ઢાંચો:Country data Brazil	Шаблон:Флагификация/Бразилия
ઢાંચો:Yes2	Шаблон:Yes2
ઢાંચો:ફિફા ખેલાડી	Шаблон:FIFA player
ઢાંચો:Country data Northern Ireland	Шаблон:Флагификация/Северная Ирландия
ઢાંચો:Country data Dahomey	Шаблон:Флагификация/Республика Дагомея
ઢાંચો:ચર્ચા-પૂરી	Шаблон:Закрыто
ઢાંચો:Title without disambig	Шаблон:Без уточнения
ઢાંચો:Country data Kingdom of Great Britain	Шаблон:Флагификация/Королевство Великобритания
ઢાંચો:Country data Swaziland	Шаблон:Флагификация/Свазиленд
ઢાંચો:Country data United Kingdom of Great Britain and Ireland	Шаблон:Флагификация/Соединённое королевство Великобритании и Ирландии
ઢાંચો:Country data Somaliland	Шаблон:Флагификация/Сомалиленд
ઢાંચો:Start date and age	Шаблон:Start date and age
ઢાંચો:Country data Hungary	Шаблон:Флагификация/Венгрия
શ્રેણી:ભારતના વિશ્વધરોહર સ્થળો	Категория:Всемирное наследие в Индии
ઢાંચો:--	Шаблон:—
ઢાંચો:Infobox government agency	Шаблон:Орган исполнительной власти
ઢાંચો:Country data New Zealand	Шаблон:Флагификация/Новая Зеландия
શ્રેણી:User ru	Категория:User ru
શ્રેણી:User ru-3	Категория:User ru-3
શ્રેણી:1533 જન્મો	Категория:Родившиеся в 1533 году
શ્રેણી:User tr	Категория:User tr
શ્રેણી:User tr-N	Категория:User tr-N
ઢાંચો:Gallery/aux	Шаблон:Галерея файлов/aux
ઢાંચો:Country data Faroe Islands	Шаблон:Флагификация/Фарерские острова
ઢાંચો:Lang	Шаблон:Lang
ઢાંચો:Country data United States	Шаблон:Флагификация/США
ઢાંચો:Country data Russian SFSR	Шаблон:Флагификация/РСФСР
શ્રેણી:દિલ્હી	Категория:Дели
ઢાંચો:OCLC	Шаблон:OCLC
ઢાંચો:માહિતીચોકઠું તૈયાર ખોરાક	Шаблон:Блюдо
પાલી	Пали (Раджастхан)
ઢાંચો:Infobox River	Шаблон:Река
ઢાંચો:Country data Turkmenistan	Шаблон:Флагификация/Туркмения
શ્રેણી:1986 જન્મો	Категория:Родившиеся в 1986 году
ઢાંચો:Country data North Korea	Шаблон:Флагификация/КНДР
ઢાંચો:Country data Afghanistan	Шаблон:Флагификация/Афганистан
ઢાંચો:Country data Bangladesh	Шаблон:Флагификация/Бангладеш
ઢાંચો:Country data South Sudan	Шаблон:Флагификация/Южный судан
ઢાંચો:Location map India Orissa	Шаблон:ПозКарта Индия Орисса
ઢાંચો:As of	Шаблон:На
ઢાંચો:BSE Sensex	Шаблон:BSE Sensex
ઢાંચો:Twitter	Шаблон:Твиттер
મંડિયાલી	Мандеали
ઢાંચો:Lang-hi	Шаблон:Lang-hi
ઢાંચો:F1	Шаблон:F1
ઢાંચો:RUS	Шаблон:RUS
ઢાંચો:Infobox civil conflict	Шаблон:Гражданский конфликт
ઢાંચો:Citation	Шаблон:Citation
ઢાંચો:Citation/core	Шаблон:Citation/core
ઢાંચો:Country data Yugoslavia	Шаблон:Флагификация/Югославия
ઢાંચો:DecreasePositive	Шаблон:Положительное падение
ઢાંચો:Country data Marshall Islands	Шаблон:Флагификация/Маршалловы Острова
ઢાંચો:Country data Mauritania	Шаблон:Флагификация/Мавритания
ઢાંચો:Country data Guam	Шаблон:Флагификация/Гуам
ઢાંચો:Country data Northern Mariana Islands	Шаблон:Флагификация/Северные Марианские острова
ઢાંચો:Country data American Samoa	Шаблон:Флагификация/Американское Самоа
ઢાંચો:Country data Sudan	Шаблон:Флагификация/Судан
ઢાંચો:Country data Chad	Шаблон:Флагификация/Чад
ઢાંચો:Unbulleted list	Шаблон:Немаркированный список
શ્રેણી:કાગડો	Категория:Вороны
ઢાંચો:Country data Federated States of Micronesia	Шаблон:Флагификация/Микронезия
ઢાંચો:Country data Nova Scotia	Шаблон:Флагификация/Новая Шотландия
ઢાંચો:Country data North Vietnam	Шаблон:Флагификация/Северный Вьетнам
શ્રેણી:રાષ્ટ્રધ્વજો	Категория:Флаги государств
શ્રેણી:રાસાયણિક તત્વો	Категория:Химические элементы
ઢાંચો:Country data Lithuanian SSR	Шаблон:Флагификация/Литовская ССР
ઢાંચો:Country data Latvian SSR	Шаблон:Флагификация/Латвийская ССР
શ્રેણી:ભૂગોળ સ્ટબ	Категория:Незавершённые статьи по географии
ઢાંચો:Country data Burkina Faso	Шаблон:Флагификация/Буркина-Фасо
શ્રેણી:નેપાળ	Категория:Непал
શ્રેણી:અલ્હાબાદના લોકો	Категория:Персоналии:Аллахабад
ઢાંચો:Country data Byelorussian SSR	Шаблон:Флагификация/Белорусская ССР
શ્રેણી:માછલી	Категория:Рыбы
શ્રેણી:Public domain images	Категория:Файлы:Общественное достояние
શ્રેણી:મહાસાગર	Категория:Океаны
શ્રેણી:અંક પદ્ધતિ	Категория:Системы счисления
શ્રેણી:ગોઆ	Категория:Гоа
શ્રેણી:કર્ણાટક	Категория:Карнатака
શ્રેણી:છત્તીસગઢ	Категория:Чхаттисгарх
શ્રેણી:ગુજરાત	Категория:Гуджарат
શ્રેણી:ઝારખંડ	Категория:Джаркханд
શ્રેણી:તમિલનાડુ	Категория:Тамил-Наду
શ્રેણી:મધ્ય પ્રદેશ	Категория:Мадхья-Прадеш
શ્રેણી:મિઝોરમ	Категория:Мизорам
શ્રેણી:રાજસ્થાન	Категория:Раджастхан
શ્રેણી:સિક્કિમ	Категория:Сикким
શ્રેણી:હરિયાણા	Категория:Харьяна
શ્રેણી:ઉત્તર પ્રદેશ	Категория:Уттар-Прадеш
શ્રેણી:મેઘાલય	Категория:Мегхалая
શ્રેણી:પશ્ચિમ બંગાળ	Категория:Западная Бенгалия
શ્રેણી:ઑડિશા	Категория:Орисса
શ્રેણી:પ્રાણીઓ	Категория:Животные
કાલકા-શિમલા રેલ્વે	Железная дорога Калка-Шимла
બલિયા	Баллия
ઢાંચો:Infobox book series	Шаблон:Книжная серия
ધૂમ્રપાન	Курение табака
શ્રેણી:હિમાલય	Категория:Гималаи
શ્રેણી:ઍન્ટાર્કટીકા	Категория:Антарктида
ઢાંચો:Country data Hawaii	Шаблон:Флагификация/Гавайи
શ્રેણી:નાગાલેંડ	Категория:Нагаленд
શ્રેણી:જમ્મુ અને કાશ્મીર	Категория:Джамму и Кашмир
શ્રેણી:મણિપુર	Категория:Манипур
શ્રેણી:મહારાષ્ટ્ર	Категория:Махараштра
શ્રેણી:અરુણાચલ પ્રદેશ	Категория:Аруначал-Прадеш
શ્રેણી:હિમાચલ પ્રદેશ	Категория:Химачал-Прадеш
