Africa	Африка
Categoria:Comitatus Dacotae Septentrionalis	Категория:Округа Северной Дакоты
Categoria:Comitatus Ohii	Категория:Округа Огайо
Categoria:Comitatus Oregoniae	Категория:Округа Орегона
Categoria:Comitatus Pennsilvaniae	Категория:Округа Пенсильвании
Categoria:Comitatus Virginiae	Категория:Округа Виргинии
Categoria:Comitatus Virginiae Occidentalis	Категория:Округа Западной Виргинии
Categoria:Comitatus Civitatum Foederatarum	Категория:Округа США
Categoria:Iadrensis (regio Croatiae)	Категория:Задарская жупания
Categoria:Historia naturalis	Категория:Естествознание
Categoria:Compositio musica	Категория:Композиция (музыка)
Categoria:Psychanalystae	Категория:Психоаналитики
Categoria:Lac	Категория:Молоко
Categoria:Monumenta Indiae	Категория:Памятники Индии
Categoria:Ornithologi	Категория:Орнитологи
Categoria:Thysanura	Категория:Щетинохвостки
Categoria:Oncologia	Категория:Онкология
Categoria:Dasyuridae	Категория:Хищные сумчатые
Categoria:Graecia Media	Категория:Центральная Греция
Categoria:Aristolochiaceae	Категория:Кирказоновые
Categoria:Cartographia	Категория:Картография
Categoria:Topographia	Категория:Топография
Categoria:Praesides Zimbabuae	Категория:Президенты Зимбабве
Categoria:Oppida comitatus Cestrensis	Категория:Города графства Чешир
Categoria:Lingua Bohemica	Категория:Чешский язык
Categoria:Alumni Universitatis Roffensis	Категория:Выпускники Рочестерского университета
Categoria:Cinematographia	Категория:Кинематограф
Categoria:Editores	Категория:Издатели
Categoria:Universitas Turicensis	Категория:Цюрихский университет
Categoria:Cairus	Категория:Каир
Categoria:Epigraphia	Категория:Эпиграфика
Categoria:Composita natrii	Категория:Соединения калия
Categoria:Archiepiscopi Moguntini	Категория:Архиепископы Майнца
Categoria:Programmata televisifica Canadae	Категория:Телепередачи Канады
Categoria:Noctuidae	Категория:Совки
Categoria:Foedera Unionis Europaeae	Категория:Договоры Европейского союза
Categoria:Urbes Kentukiae	Категория:Города Кентукки
Categoria:Linguae Celticae	Категория:Кельтские языки
Categoria:Universitas Cornelliana	Категория:Корнелльский университет
Categoria:Constantia (Germania)	Категория:Констанц
Categoria:Loci hereditatis mundialis in Bulgaria	Категория:Всемирное наследие в Болгарии
Categoria:Universitates Columbiae	Категория:Университеты Колумбии
Categoria:Colchicaceae	Категория:Безвременниковые
Categoria:Universitas Regiomontii	Категория:Кёнигсбергский университет
Categoria:Pelliculae 1899	Категория:Фильмы 1899 года
Categoria:Linguae Chusiticae	Категория:Кушитские языки
Categoria:Linguae Finno-Ugricae	Категория:Финно-угорские языки
Categoria:Crateres	Категория:Кратеры
Categoria:Lingua Croatica	Категория:Хорватский язык
Categoria:Alumni Scholae Scaenicae Yalensis	Категория:Выпускники Йельской школы драмы
Categoria:Tributarii Padi	Категория:Бассейн По
Categoria:Tributarii Tiberis	Категория:Бассейн Тибра
Categoria:Formae carbonii	Категория:Аллотропные формы углерода
Categoria:Fuxium	Категория:Фуа
Categoria:Franciscus Petrarca	Категория:Петрарка
Categoria:Urbes Tennesiae	Категория:Города Теннесси
Categoria:Thessalonica	Категория:Салоники
Categoria:Paces	Категория:Мирные договоры
Categoria:Universitas Ienensis	Категория:Йенский университет
Categoria:Forum Iulii (Francia)	Категория:Фрежюс
